行,C NO.,ON,OFF,MA,IP,SV,UP,DN,JS,JM,S,OC,HP,PP,C,PL,V,AL,L,LD,底部余量,侧面余量,AJC,加工速度,定时,定时时间,粗糙度,材料,面积,形状,重视,Ra,切入
4,5,60,15,0,90,60,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.193,0.1332,24,0,T,,0,2,34,1,1,1.6,0
5,4,40,10,0,60,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.137,0.0945,24,0,T,,0,2,34,1,1,1.6,0
6,3,20,25,0,30,60,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.081,0.0591,24,0,T,,4.5,2,34,1,1,1.6,0
7,2,14,20,0,20,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.036,0.0328,24,0,T,,2.8,2,34,1,1,1.6,0
8,1,8,20,0,10,60,12,11,50,00,43,0,0,10,0,+,22,8,2,0,0.027,0.025,24,0,T,,1.6,2,34,1,1,1.6,0
1,7,140,55,1000,310,71,19,11,80,03,42,0,141,0,0,+,22,15,2,0,0.39,0.5,24,0,T,,0,2,34,1,1,2,0
2,6,110,55,1000,220,50,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.352,0.2429,24,0,T,,0,2,34,1,1,2,0
3,5,80,20,1000,160,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.264,0.1769,24,0,T,,0,2,34,1,1,2,0
4,4,60,15,0,90,60,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.187,0.129,24,0,T,,0,2,34,1,1,2,0
5,3,40,10,0,60,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.131,0.0904,24,0,T,,0,2,34,1,1,2,0
6,2,20,25,0,30,60,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.075,0.0548,24,0,T,,4.5,2,34,1,1,2,0
7,1,14,20,0,20,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.039,0.035,24,0,T,,2,2,34,1,1,2,0
1,7,140,55,1000,310,71,19,11,80,03,42,0,141,0,0,+,22,15,2,0,0.39,0.5,24,0,T,,0,2,34,1,1,2.8,0
2,6,110,55,1000,220,50,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.352,0.2429,24,0,T,,0,2,34,1,1,2.8,0
3,5,80,20,1000,160,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.264,0.1769,24,0,T,,0,2,34,1,1,2.8,0
4,4,60,15,0,90,60,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.187,0.129,24,0,T,,0,2,34,1,1,2.8,0
5,3,40,10,0,60,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.131,0.0904,24,0,T,,0,2,34,1,1,2.8,0
6,2,20,25,0,30,60,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.075,0.0548,24,0,T,,4.5,2,34,1,1,2.8,0
7,1,16,30,0,25,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.043,0.04,24,0,T,,2.8,2,34,1,1,2.8,0
1,6,140,55,1000,310,71,19,11,80,03,42,0,141,0,0,+,22,15,2,0,0.384,0.5,24,0,T,,0,2,34,1,1,3.5,0
2,5,110,55,1000,220,50,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.346,0.2387,24,0,T,,0,2,34,1,1,3.5,0
3,4,80,20,1000,160,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.258,0.1729,24,0,T,,0,2,34,1,1,3.5,0
4,3,60,15,0,90,60,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.181,0.1249,24,0,T,,0,2,34,1,1,3.5,0
5,2,40,10,0,60,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.125,0.0862,24,0,T,,0,2,34,1,1,3.5,0
6,1,25,30,0,40,60,15,11,75,00,42,0,0,10,0,+,22,18,2,0,0.057,0.05,24,0,T,,3.5,2,34,1,1,3.5,0
1,6,140,55,1000,310,71,19,11,80,03,42,0,141,0,0,+,22,15,2,0,0.384,0.5,24,0,T,,0,2,34,1,1,4.5,0
2,5,110,55,1000,220,50,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.346,0.2387,24,0,T,,0,2,34,1,1,4.5,0
3,4,80,20,1000,160,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.258,0.1729,24,0,T,,0,2,34,1,1,4.5,0
4,3,60,15,0,90,60,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.181,0.1249,24,0,T,,0,2,34,1,1,4.5,0
5,2,40,10,0,60,55,16,11,80,03,42,0,0,0,0,+,22,12,2,0,0.125,0.0862,24,0,T,,0,2,34,1,1,4.5,0
6,1,30,30,0,50,60,15,11,75,03,42,0,0,10,0,+,22,18,2,0,0.102,0.068,24,0,T,,4.5,2,34,1,1,4.5,0
1,11,140,55,1000,310,71,11,11,75,03,42,0,141,0,0,+,22,15,2,0,0.405,0.5,24,0,T,,0,2,45,1,1,0.5,0
2,10,110,55,1000,220,50,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.367,0.2532,24,0,T,,0,2,45,1,1,0.5,0
3,9,80,20,1000,160,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.279,0.1869,24,0,T,,0,2,45,1,1,0.5,0
4,8,60,20,0,90,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.202,0.1394,24,0,T,,0,2,45,1,1,0.5,0
5,7,40,20,0,60,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.146,0.1007,24,0,T,,0,2,45,1,1,0.5,0
6,6,20,25,0,30,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.09,0.0657,24,0,T,,4.5,2,45,1,1,0.5,0
7,5,14,20,0,20,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.045,0.041,24,0,T,,2.8,2,45,1,1,0.5,0
8,4,8,20,0,10,75,12,11,50,00,42,0,0,20,0,+,22,0,2,0,0.031,0.0291,24,0,T,,1.6,2,45,1,1,0.5,0
9,3,1,16,0,0,90,8,11,25,00,63,0,7,10,2,-,22,0,2,0,0.019,0.019,24,0,T,,0.8,2,45,1,1,0.5,0
10,2,1,16,0,0,90,8,11,25,00,63,0,4,10,1,-,22,0,2,0,0.009,0.009,24,0,T,,0.63,2,45,1,1,0.5,0
11,1,1,16,0,0,90,8,11,25,00,63,0,1,10,0,-,22,0,2,0,0.003,0.003,24,0,T,,0.5,2,45,1,1,0.5,0
1,10,140,55,1000,310,71,11,11,75,03,42,0,141,0,0,+,22,15,2,0,0.403,0.5,24,0,T,,0,2,45,1,1,0.63,0
2,9,110,55,1000,220,50,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.365,0.2519,24,0,T,,0,2,45,1,1,0.63,0
3,8,80,20,1000,160,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.277,0.1856,24,0,T,,0,2,45,1,1,0.63,0
4,7,60,20,0,90,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.2,0.138,24,0,T,,0,2,45,1,1,0.63,0
5,6,40,20,0,60,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.144,0.0994,24,0,T,,0,2,45,1,1,0.63,0
6,5,20,25,0,30,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.088,0.0642,24,0,T,,4.5,2,45,1,1,0.63,0
7,4,14,20,0,20,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.043,0.0391,24,0,T,,2.8,2,45,1,1,0.63,0
8,3,8,20,0,10,75,12,11,50,00,42,0,0,20,0,+,22,0,2,0,0.029,0.0273,24,0,T,,1.6,2,45,1,1,0.63,0
9,2,1,16,0,0,90,8,11,25,00,63,0,7,10,2,-,22,0,2,0,0.017,0.017,24,0,T,,0.8,2,45,1,1,0.63,0
10,1,1,16,0,0,90,8,11,25,00,63,0,4,10,1,-,22,0,2,0,0.009,0.009,24,0,T,,0.6,2,45,1,1,0.63,0
1,9,140,55,1000,310,71,11,11,75,03,42,0,141,0,0,+,22,15,2,0,0.401,0.5,24,0,T,,0,2,45,1,1,0.8,0
2,8,110,55,1000,220,50,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.363,0.2505,24,0,T,,0,2,45,1,1,0.8,0
3,7,80,20,1000,160,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.275,0.1843,24,0,T,,0,2,45,1,1,0.8,0
4,6,60,20,0,90,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.198,0.1366,24,0,T,,0,2,45,1,1,0.8,0
5,5,40,20,0,60,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.142,0.098,24,0,T,,0,2,45,1,1,0.8,0
6,4,20,25,0,30,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.086,0.0628,24,0,T,,4.5,2,45,1,1,0.8,0
7,3,14,20,0,20,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.041,0.0373,24,0,T,,2.8,2,45,1,1,0.8,0
8,2,8,20,0,10,75,12,11,50,00,42,0,0,20,0,+,22,0,2,0,0.027,0.0254,24,0,T,,1.6,2,45,1,1,0.8,0
9,1,1,16,0,0,90,8,11,25,00,63,0,7,10,2,-,22,0,2,0,0.019,0.019,24,0,T,,0.8,2,45,1,1,0.8,0
1,8,140,55,1000,310,71,11,11,75,03,42,0,141,0,0,+,22,15,2,0,0.396,0.5,24,0,T,,0,2,45,1,1,1.6,0
2,7,110,55,1000,220,50,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.358,0.247,24,0,T,,0,2,45,1,1,1.6,0
3,6,80,20,1000,160,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.27,0.1809,24,0,T,,0,2,45,1,1,1.6,0
4,5,60,20,0,90,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.193,0.1332,24,0,T,,0,2,45,1,1,1.6,0
5,4,40,20,0,60,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.137,0.0945,24,0,T,,0,2,45,1,1,1.6,0
6,3,20,25,0,30,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.081,0.0591,24,0,T,,4.5,2,45,1,1,1.6,0
7,2,14,20,0,20,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.036,0.0328,24,0,T,,2.8,2,45,1,1,1.6,0
8,1,8,20,0,10,60,12,11,50,00,43,0,0,10,0,+,22,8,2,0,0.027,0.025,24,0,T,,1.6,2,45,1,1,1.6,0
1,7,140,55,1000,310,71,11,11,75,03,42,0,141,0,0,+,22,15,2,0,0.39,0.5,24,0,T,,0,2,45,1,1,2,0
2,6,110,55,1000,220,50,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.352,0.2429,24,0,T,,0,2,45,1,1,2,0
3,5,80,20,1000,160,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.264,0.1769,24,0,T,,0,2,45,1,1,2,0
4,4,60,20,0,90,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.187,0.129,24,0,T,,0,2,45,1,1,2,0
5,3,40,20,0,60,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.131,0.0904,24,0,T,,0,2,45,1,1,2,0
6,2,20,25,0,30,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.075,0.0548,24,0,T,,4.5,2,45,1,1,2,0
7,1,14,20,0,20,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.039,0.035,24,0,T,,2,2,45,1,1,2,0
1,7,140,55,1000,310,71,11,11,75,03,42,0,141,0,0,+,22,15,2,0,0.39,0.5,24,0,T,,0,2,45,1,1,2.8,0
2,6,110,55,1000,220,50,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.352,0.2429,24,0,T,,0,2,45,1,1,2.8,0
3,5,80,20,1000,160,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.264,0.1769,24,0,T,,0,2,45,1,1,2.8,0
4,4,60,20,0,90,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.187,0.129,24,0,T,,0,2,45,1,1,2.8,0
5,3,40,20,0,60,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.131,0.0904,24,0,T,,0,2,45,1,1,2.8,0
6,2,20,25,0,30,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.075,0.0548,24,0,T,,4.5,2,45,1,1,2.8,0
7,1,16,30,0,25,60,18,11,75,00,42,0,0,10,0,+,22,12,2,0,0.043,0.04,24,0,T,,2.8,2,45,1,1,2.8,0
1,6,140,55,1000,310,71,11,11,75,03,42,0,141,0,0,+,22,15,2,0,0.384,0.5,24,0,T,,0,2,45,1,1,3.5,0
2,5,110,55,1000,220,50,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.346,0.2387,24,0,T,,0,2,45,1,1,3.5,0
3,4,80,20,1000,160,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.258,0.1729,24,0,T,,0,2,45,1,1,3.5,0
4,3,60,20,0,90,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.181,0.1249,24,0,T,,0,2,45,1,1,3.5,0
5,2,40,20,0,60,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.125,0.0862,24,0,T,,0,2,45,1,1,3.5,0
6,1,25,30,0,40,60,15,11,75,00,42,0,0,10,0,+,22,18,2,0,0.057,0.05,24,0,T,,3.5,2,45,1,1,3.5,0
1,6,140,55,1000,310,71,11,11,75,03,42,0,141,0,0,+,22,15,2,0,0.384,0.5,24,0,T,,0,2,45,1,1,4.5,0
2,5,110,55,1000,220,50,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.346,0.2387,24,0,T,,0,2,45,1,1,4.5,0
3,4,80,20,1000,160,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.258,0.1729,24,0,T,,0,2,45,1,1,4.5,0
4,3,60,20,0,90,60,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.181,0.1249,24,0,T,,0,2,45,1,1,4.5,0
5,2,40,20,0,60,55,12,11,75,03,42,0,0,0,0,+,22,12,2,0,0.125,0.0862,24,0,T,,0,2,45,1,1,4.5,0
6,1,30,30,0,50,60,15,11,75,03,42,0,0,10,0,+,22,18,2,0,0.102,0.068,24,0,T,,4.5,2,45,1,1,4.5,0
1,10,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.405,0.5,24,0,T,,0,2,56,1,1,0.63,0
2,9,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.367,0.2532,24,0,T,,0,2,56,1,1,0.63,0
3,8,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.279,0.1869,24,0,T,,0,2,56,1,1,0.63,0
4,7,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.202,0.1394,24,0,T,,0,2,56,1,1,0.63,0
5,6,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.146,0.1007,24,0,T,,0,2,56,1,1,0.63,0
6,5,20,30,0,30,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.09,0.0657,24,0,T,,4.5,2,56,1,1,0.63,0
7,4,14,25,0,20,60,8,15,125,00,73,0,0,10,0,+,22,12,2,0,0.045,0.041,24,0,T,,2.8,2,56,1,1,0.63,0
8,3,8,20,0,10,75,8,15,125,00,73,0,0,20,0,+,22,0,2,0,0.031,0.0291,24,0,T,,1.6,2,56,1,1,0.63,0
9,802,1,16,0,0,90,8,15,125,00,63,0,7,10,2,-,22,0,2,0,0.019,0.034,24,1,Z,4140,0.8,2,56,1,1,0.63,0
10,802,1,16,0,0,90,8,15,125,00,63,0,7,10,2,-,22,0,2,0,0.039,0.0191,24,1,Z,320,0.8,2,56,1,1,0.63,0
11,801,1,16,0,0,90,8,15,125,00,63,0,4,10,1,-,22,0,2,0,0.009,0.024,24,1,Z,4140,0.63,2,56,1,1,0.63,0
12,801,1,16,0,0,90,8,15,125,00,63,0,4,10,1,-,22,0,2,0,0.029,0.009,24,1,Z,320,0.63,2,56,1,1,0.63,0
1,9,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.403,0.5,24,0,T,,0,2,56,1,1,0.8,0
2,8,110,55,1000,220,50,9,13,125,03,63,0,0,0,0,+,22,12,2,0,0.365,0.2519,24,0,T,,0,2,56,1,1,0.8,0
3,7,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.277,0.1856,24,0,T,,0,2,56,1,1,0.8,0
4,6,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.2,0.138,24,0,T,,0,2,56,1,1,0.8,0
5,5,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.144,0.0994,24,0,T,,0,2,56,1,1,0.8,0
6,4,20,30,0,30,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.088,0.0642,24,0,T,,4.5,2,56,1,1,0.8,0
7,3,14,25,0,20,60,8,15,125,00,73,0,0,10,0,+,22,12,2,0,0.043,0.0391,24,0,T,,2.8,2,56,1,1,0.8,0
8,2,8,20,0,10,75,8,15,125,00,73,0,0,0,0,+,22,0,2,0,0.029,0.0273,24,0,T,,1.6,2,56,1,1,0.8,0
9,801,1,16,0,0,90,8,15,125,00,63,0,7,10,2,-,22,0,2,0,0.019,0.034,24,1,Z,4140,0.8,2,56,1,1,0.8,0
10,801,1,16,0,0,90,8,15,125,00,63,0,7,10,2,-,22,0,2,0,0.039,0.019,24,1,Z,320,0.8,2,56,1,1,0.8,0
1,8,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.398,0.5,24,0,T,,0,2,56,1,1,1.6,0
2,7,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.36,0.2484,24,0,T,,0,2,56,1,1,1.6,0
3,6,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.272,0.1822,24,0,T,,0,2,56,1,1,1.6,0
4,5,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.195,0.1346,24,0,T,,0,2,56,1,1,1.6,0
5,4,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.139,0.0959,24,0,T,,0,2,56,1,1,1.6,0
6,3,20,30,0,30,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.083,0.0606,24,0,T,,4.5,2,56,1,1,1.6,0
7,2,14,25,0,20,60,8,15,125,00,73,0,0,10,0,+,22,12,2,0,0.038,0.0346,24,0,T,,2.8,2,56,1,1,1.6,0
8,1,8,20,0,10,60,8,15,125,00,73,0,0,0,0,+,22,8,2,0,0.027,0.025,24,0,T,,1.6,2,56,1,1,1.6,0
1,7,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.392,0.5,24,0,T,,0,2,56,1,1,2,0
2,6,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.354,0.2443,24,0,T,,0,2,56,1,1,2,0
3,5,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.266,0.1782,24,0,T,,0,2,56,1,1,2,0
4,4,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.189,0.1304,24,0,T,,0,2,56,1,1,2,0
5,3,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.133,0.0918,24,0,T,,0,2,56,1,1,2,0
6,2,20,30,0,30,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.077,0.0562,24,0,T,,4.5,2,56,1,1,2,0
7,1,14,20,0,20,60,8,15,125,00,73,0,0,10,0,+,22,12,2,0,0.039,0.029,24,0,T,,2,2,56,1,1,2,0
1,7,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.392,0.5,24,0,T,,0,2,56,1,1,2,0
2,6,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.354,0.2443,24,0,T,,0,2,56,1,1,2,0
3,5,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.266,0.1782,24,0,T,,0,2,56,1,1,2,0
4,4,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.189,0.1304,24,0,T,,0,2,56,1,1,2,0
5,3,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.133,0.0918,24,0,T,,0,2,56,1,1,2,0
6,2,20,30,0,30,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.077,0.0562,24,0,T,,4.5,2,56,1,1,2,0
7,1,16,20,0,25,60,9,15,125,00,73,0,0,10,0,+,22,12,2,0,0.043,0.04,24,0,T,,2.8,2,56,1,1,2,0
1,6,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.386,0.5,24,0,T,,0,2,56,1,1,2,0
2,5,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.348,0.2401,24,0,T,,0,2,56,1,1,2,0
3,4,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.26,0.1742,24,0,T,,0,2,56,1,1,2,0
4,3,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.183,0.1263,24,0,T,,0,2,56,1,1,2,0
5,2,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.127,0.0876,24,0,T,,0,2,56,1,1,2,0
6,1,25,25,0,40,60,9,15,125,00,73,0,0,10,0,+,22,18,2,0,0.057,0.05,24,0,T,,3.5,2,56,1,1,2,0
1,6,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.386,0.5,24,0,T,,0,2,56,1,1,2,0
2,5,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.348,0.2401,24,0,T,,0,2,56,1,1,2,0
3,4,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.26,0.1742,24,0,T,,0,2,56,1,1,2,0
4,3,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.183,0.1263,24,0,T,,0,2,56,1,1,2,0
5,2,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.127,0.0876,24,0,T,,0,2,56,1,1,2,0
6,1,30,30,0,50,60,9,15,125,03,73,0,0,10,0,+,22,18,2,0,0.102,0.068,24,0,T,,4.5,2,56,1,1,2,0
1,10,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.405,0.5,24,0,T,,0,2,90,1,1,0.63,0
2,9,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.367,0.2532,24,0,T,,0,2,90,1,1,0.63,0
3,8,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.279,0.1869,24,0,T,,0,2,90,1,1,0.63,0
4,7,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.202,0.1394,24,0,T,,0,2,90,1,1,0.63,0
5,6,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.146,0.1007,24,0,T,,0,2,90,1,1,0.63,0
6,5,20,30,0,30,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.09,0.0657,24,0,T,,4.5,2,90,1,1,0.63,0
7,4,14,25,0,20,60,8,15,125,00,73,0,0,10,0,+,22,12,2,0,0.045,0.041,24,0,T,,2.8,2,90,1,1,0.63,0
8,3,8,20,0,10,75,8,15,125,00,73,0,0,20,0,+,22,0,2,0,0.031,0.0291,24,0,T,,1.6,2,90,1,1,0.63,0
9,802,1,16,0,0,90,8,15,125,00,63,0,7,10,2,-,22,0,2,0,0.019,0.034,24,1,Z,14640,0.8,2,90,1,1,0.63,0
10,802,1,16,0,0,90,8,15,125,00,63,0,7,10,2,-,22,0,2,0,0.039,0.0191,24,1,Z,520,0.8,2,90,1,1,0.63,0
11,801,1,16,0,0,90,8,15,125,00,63,0,4,10,1,-,22,0,2,0,0.009,0.024,24,1,Z,14640,0.63,2,90,1,1,0.63,0
12,801,1,16,0,0,90,8,15,125,00,63,0,4,10,1,-,22,0,2,0,0.029,0.009,24,1,Z,520,0.63,2,90,1,1,0.63,0
1,9,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.403,0.5,24,0,T,,0,2,90,1,1,0.8,0
2,8,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.367,0.2532,24,0,T,,0,2,90,1,1,0.8,0
3,7,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.279,0.1869,24,0,T,,0,2,90,1,1,0.8,0
4,6,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.202,0.1394,24,0,T,,0,2,90,1,1,0.8,0
5,5,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.146,0.1007,24,0,T,,0,2,90,1,1,0.8,0
6,4,20,30,0,30,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.09,0.0657,24,0,T,,4.5,2,90,1,1,0.8,0
7,3,14,25,0,20,60,8,15,125,00,73,0,0,10,0,+,22,12,2,0,0.045,0.041,24,0,T,,2.8,2,90,1,1,0.8,0
8,2,8,20,0,10,75,8,15,125,00,73,0,0,20,0,+,22,0,2,0,0.031,0.0291,24,0,T,,1.6,2,90,1,1,0.8,0
9,801,1,16,0,0,90,8,15,125,00,63,0,7,10,2,-,22,0,2,0,0.019,0.034,24,1,Z,4140,0.8,2,90,1,1,0.8,0
10,801,1,16,0,0,90,8,15,125,00,63,0,7,10,2,-,22,0,2,0,0.039,0.019,24,1,Z,320,0.8,2,90,1,1,0.8,0
1,8,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.398,0.5,24,0,T,,0,2,90,1,1,1.6,0
2,7,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.36,0.2484,24,0,T,,0,2,90,1,1,1.6,0
3,6,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.272,0.1822,24,0,T,,0,2,90,1,1,1.6,0
4,5,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.195,0.1346,24,0,T,,0,2,90,1,1,1.6,0
5,4,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.139,0.0959,24,0,T,,0,2,90,1,1,1.6,0
6,3,20,30,0,30,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.083,0.0606,24,0,T,,4.5,2,90,1,1,1.6,0
7,2,14,25,0,20,60,8,15,125,00,73,0,0,10,0,+,22,12,2,0,0.038,0.0346,24,0,T,,2.8,2,90,1,1,1.6,0
8,1,8,20,0,10,60,8,15,125,00,73,0,0,10,0,+,22,8,2,0,0.027,0.025,24,0,T,,1.6,2,90,1,1,1.6,0
1,7,140,55,1000,310,71,5,13,125,03,43,0,141,0,0,+,22,15,2,0,0.392,0.5,24,0,T,,0,2,90,1,1,2,0
2,6,110,55,1000,220,50,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.354,0.2443,24,0,T,,0,2,90,1,1,2,0
3,5,80,20,1000,160,55,9,15,125,03,63,0,0,0,0,+,22,12,2,0,0.266,0.1782,24,0,T,,0,2,90,1,1,2,0
4,4,60,15,0,90,60,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.189,0.1304,24,0,T,,0,2,90,1,1,2,0
5,3,40,10,0,60,55,9,15,125,03,73,0,0,0,0,+,22,12,2,0,0.133,0.0918,24,0,T,,0,2,90,1,1,2,0
